"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","中世"
1320201400,13202,"14","おおわだいせき","大和田遺跡","立川市 柴崎町四丁目 錦町五丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝","尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨",139.4089033,35.69072429,"1"
1320201700,13202,"17","たちかわしやかたあと","立川氏館跡","立川市 柴崎町四丁目","[中世][近世]","包蔵地・城館","[中世][近世]土塁 堀 礎石建物 掘立柱建物 地下式横穴 井戸 溝 土坑","陶磁器 板碑 古銭 経石 瓦",139.4023111,35.69080339,"1"
1320201900,13202,"19","だいのしたいせき","台の下遺跡","立川市 富士見町三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落","[平安時代]住居 土坑 [近世]水路 [時代不明]柱穴 溝状遺構","縄文土器 土師器 須恵器 陶磁器 緑釉陶器 灰釉陶器 鉄製品",139.3898832,35.69630088,"1"
1320401000,13204,"10","のみずばしいせき","野水橋遺跡","三鷹市 大沢二丁目","[旧石器時代][縄文時代（早期・中期）][中世]","包蔵地","","石器　縄文土器　石器　板碑",139.5326815,35.67554427,"1"
1320401400,13204,"14","ふるはちまんいせき","古八幡遺跡","三鷹市 大沢二丁目　 大沢五丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","[縄文時代]集石","石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材",139.5358014,35.67239775,"1"
1320402600,13204,"26","まるいけいせき","丸池遺跡","三鷹市 新川二丁目 新川三丁目 新川五丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット [縄文時代]住居 集石土坑 配石 [時代不明]土坑 溝状遺構","石器 縄文土器 石器 土師器 須恵器 カワラケ",139.571823380309,35.6774360619802,"1"
1320402700,13204,"27","しまやしきいせき","島屋敷遺跡","三鷹市 新川四丁目 新川五丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]集石 陥し穴 [時代不明]掘立柱建物 ピット 柱穴 地下室 井戸 水田 溝状遺構","石器 縄文土器 石器 土師器 須恵器 板碑 陶磁器 瓦 石製品 金属製品 木製品",139.571480058865,35.6746948638498,"1"
1320402800,13204,"28","しもはらびーいせき","下原B遺跡","三鷹市 大沢五丁目 大沢六丁目","[旧石器時代][縄文時代（前期～後期）][中世][近世]","集落・その他の墓","墓形態：L字型 [旧石器時代]礫群 焼土遺構 [縄文時代]住居跡 集石土坑 焼土跡 陥し穴 [中世]地下式坑 土坑 [時代不明]溝状遺構 ピット 皿鉢状遺構","ナイフ形石器 スクレイパー 縄文土器 石器 土器 陶磁器類",139.531342084976,35.6733467630983,"1"
1320403100,13204,"31","しりつだいごちゅうがっこういせき","市立第五中学校遺跡","三鷹市 新川一丁目 新川四丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 集石 集石 土坑 [時代不明]土坑 溝状遺構","縄文土器 石器 土錘 土製円板 耳栓 土偶 弥生土器 土師器 須恵器 陶磁器 カワラケ 玉類 銭貨",139.576872061371,35.6710462028253,"1"
1320403800,13204,"38","なかはらいせき","中原遺跡","三鷹市 中原四丁目","[旧石器時代][縄文時代（前期～中期）][奈良時代][平安時代][中世][近世]","包蔵地・陣屋","[中世]溝状遺構 [時代不明]畝状遺構","石器 縄文土器 石器 須恵器 カワラケ 瓦 土鍋 陶磁器 鉄製品 泥人形 銭貨",139.566847035385,35.667978155259,"1"
1320404800,13204,"48","いのかしらいせきぐんえーいせき","井の頭池遺跡群A遺跡","三鷹市 井の頭四丁目 井の頭五丁目","[旧石器時代][縄草][縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ユニット 礫群 [縄文時代]住居 小竪穴 集石 集石土坑 炉穴 土坑 ピット 配石 溝状 遺構","石器 縄文土器 石器 弥生土器 土師器 須恵器 板碑 陶磁器",139.575481754201,35.6984233956942,"1"
1320501000,13205,"10","なかざと（あんらくじまえ）（えぬ-5）いせき","中里（安楽寺前）(N-5)遺跡","青梅市 成木一丁目","[縄文時代（前期）][平安時代][中世][近世]","包蔵地","[中世]溝","縄文土器　土師器　須恵器　陶磁器（白磁・青磁）　木製品（杭）",139.275670792309,35.8382472952626,"1"
1320503200,13205,"32","よろいづか","鎧塚","青梅市 沢井一丁目","[中世]","塚","※遺跡範囲のすべてが青梅市指定史跡鎧塚となっています。","",139.20824960069,35.8070113373461,"1"
1320503500,13205,"35","からかいじょうあと","辛垣城跡","青梅市 二俣尾辛垣山","[中世]","城館","[中世]石垣　空堀　土塁","陶磁器（古瀬戸・青磁）　鉄砲弾",139.220574888079,35.8118002239903,"1"
1320503600,13205,"36","こやしき","古屋敷","青梅市 二俣尾四丁目","[中世]","城館","","",139.215631041209,35.8055913219683,"1"
1320503900,13205,"39","ますがたやまじょうあと","枡形山城跡","青梅市 二俣尾","[中世]","城館","","",139.22332147011,35.8060089743423,"1"
1320505600,13205,"56","すぎだいらさくあと","杉平柵跡","青梅市 梅郷一丁目","[中世]","城館・柵跡","","",139.220918212306,35.7831739777713,"1"
1320506500,13205,"65","たてのさくあと","楯の柵跡","青梅市 日向和田一丁目","[中世]","城館","[中世]空堀　土橋","",139.243337189512,35.7889947449045,"1"
1320506700,13205,"67","ものみやぐらあと","物見櫓跡","青梅市 裏宿町","[中世]","城館","※遺跡範囲のすべてが青梅市指定史跡物見櫓（矢倉台）となっています。","",139.235646759628,35.7925315572096,"1"
1320507100,13205,"71","あまがせいせき","天ヶ瀬遺跡","青梅市 天ヶ瀬町","［縄文時代］［中世］［近世］","包蔵地　その他の墓","","縄文土器　陶器",139.250615632156,35.7879086083024,"1"
1320509300,13205,"93","みたやかたあと","三田館跡","青梅市 長淵一丁目","[中世]","城館","","",139.280172130599,35.7760690253717,"1"
1320510100,13205,"101","かつぬまじょうあと","勝沼城跡","青梅市 東青梅六丁目","[中世]","城館","","",139.273614664395,35.7959264833547,"1"
1320510700,13205,"107","つか（さんき）","塚（三基）","青梅市 吹上","[中世]","塚","","",139.28120210148,35.8015792408253,"1"
1320510900,13205,"109","ばば（けー-6・7）いせき","馬場(K-6・7)遺跡","青梅市 師岡町一丁目　 師岡町二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世]","集落","[旧石器時代]ユニット　[縄文時代]集石　土坑　[弥生時代]住居　方形周溝墓　[奈良時代][平安時代]土坑　井戸状遺構　鍛冶工房","細石刃　細石刃核　掻器　縄文土器　石器　弥生土器　抉入石斧　片刃石斧　石鏃　土師器　須恵器　陶磁器(青磁)　木器　鉄器",139.282403730464,35.7959543308157,"1"
1320511100,13205,"111","けー-8（いちかいと）いせき","K-8（市街道）遺跡","青梅市 野上町一丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[古墳時代][平安時代]住居　[中世]溝跡　[近世]土坑","縄文土器　土師器　須恵器　近世銭",139.285665297281,35.7965669623982,"1"
1320511600,13205,"116","かすみだい（けー-27・28・29）いせき","霞台(K-27・28・29)遺跡","青梅市 大門二丁目　 今寺三丁目　 野上町二丁目","[旧石器時代][縄文時代（前期～中期）]［弥生時代（後期）］[古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]土坑　ピット　[弥生時代][古墳時代]住居　ピット　輪土坑　[奈良時代]住居","ナイフ形石器　尖頭器　縄文土器　石槍　石鏃　掻器　炭化材　弥生土器　土師器　須恵器　砥石　滑石製管玉　木器　炭化米",139.293115400648,35.7965391170108,"1"
1320511800,13205,"118","","青梅市№118遺跡","青梅市 塩船","[中世]","横穴墓","","",139.279966139435,35.8050876471384,"1"
1320511900,13205,"119","にゅうじょうづか","入定塚","青梅市 塩船","[中世]","塚","","",139.280996107697,35.8047535196272,"1"
1320512000,13205,"120","","青梅市№120遺跡","青梅市 塩船","[中世]","墓地","","板碑",139.28120210148,35.8041409501121,"1"
1320512200,13205,"122","おっこし（けー-16）いせき","打越(K-16)遺跡","青梅市 塩船","[縄文時代（前期～中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　須恵器　蔵骨器",139.283124708378,35.8038625074754,"1"
1320512500,13205,"125","つか（にき）","塚（2基）","青梅市 塩船","[中世]","塚","","",139.285184644901,35.8039181952311,"1"
1320513800,13205,"138","ふじはしじょうあと","藤橋城跡","青梅市 藤橋二丁目","[中世]","城館","※遺跡範囲のすべてが青梅市指定史跡藤橋城跡となっています。","",139.30022217946,35.8039738837443,"1"
1320513900,13205,"139","じょうがさきいせき","城ヶ崎遺跡","青梅市 藤橋二丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]ユニット　土坑　[縄文時代]～[中世]土坑","尖頭器　削器　石核　剥片　縄文土器　土師器　須恵器",139.303380749058,35.8043637019785,"1"
1320514300,13205,"143","かじやしきあといせき","鍛冶屋敷跡遺跡","青梅市 今井一丁目","[中世]","屋敷","","鉄滓",139.311723494335,35.81115737829,"1"
1320514400,13205,"144","しろのこし（けー-39）いせき","城の腰(K-39)遺跡","青梅市 今井","[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][中世]","集落・城館","[旧石器時代]ユニット　礫群　[縄文時代]土坑　[中世]堅穴状遺構　地下式土坑","ナイフ形石器　石核　剥片　縄文土器　石斧　石鏃　土師器　須恵器　陶器　板碑",139.312684795165,35.8102942809453,"1"
1320514600,13205,"146","いまいじょうあと","今井城跡","青梅市 今井一丁目","[中世]","城館","※遺跡範囲のすべてが青梅市指定史跡今井城跡となっています。","陶磁器(青磁・古瀬戸)　香炉　カワラケ　鉄器　刀子　蔵骨器　板碑　宝篋印塔　六器　銭貨",139.314470076366,35.8102942814763,"1"
1320514900,13205,"149","いまいほりのうちいせき","今井堀ノ内遺跡","青梅市 今井二丁目","[中世]","城館","","",139.312169811034,35.8065076717867,"1"
1320515800,13205,"158","たけのしたいせき","竹の下遺跡","青梅市 今井二丁目","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・生産関連","[平安時代]溝状遺構　粘土採掘坑　[中世]溝状遺構　[近世]溝状遺構　柱穴","縄文土器　土師器　須恵器　陶磁器　瓦",139.308564922118,35.8073429689499,"1"
1320517500,13205,"175","","青梅市№175遺跡","青梅市 柚木町三丁目","[中世]","その他の墓","楕円形　1基","",139.195786987277,35.8025284536151,"1"
1320600100,13206,"1","むさしこくぶんじあとかんれんいせき","武蔵国分寺跡関連遺跡","府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目","[旧石器時代][縄文時代（前期～後期）][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝","ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管",139.470458,35.69050485,"1"
1320600200,13206,"2","むさしこくふかんれんいせき","武蔵国府関連遺跡","府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","官衙・集落","奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構","須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦",139.4847811,35.67019899,"1"
1320600300,13206,"3","みたけづか","御岳塚","府中市 本宿町一丁目","［縄文時代（前期～中期）］［奈良時代］［平安時代］[中世]［近世］","包蔵地・塚","[中世]周溝","",139.457327,35.67054776,"1"
1320602200,13206,"22","ほんじゅくちょういせき","本宿町遺跡","府中市 本宿町一丁目 西府町一丁目","[縄文時代（草創期～早期・中期）]［奈良時代］［平安時代］［中世］","集落","[縄文時代]住居 ピット ユニット 土坑","縄文土器 打斧 石鏃 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 土偶 ミニチュア土器",139.457955829009,35.6700463497535,"1"
1320603401,13206,"34-1","あさひちょういせき","朝日町遺跡","府中市 朝日町三丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世]","集落","土坑 礫群 溝状遺構 堅穴状遺構 硬化面","ナイフ形石器 フレイク 礫 細石刃 尖頭器 ハンマー 縄文土器 石鏃 打製石斧 磨石 陶器",139.519787711431,35.6770191421096,"1"
1320700300,13207,"3","りゅうしんじひがしいせき","龍津寺東遺跡","昭島市 拝島町四丁目 拝島町五丁目","[縄文時代（中期～後期）][中世]","集落","[縄文時代（早期）]住居 敷石住居 集落 土坑 ピット 埋甕 [中世]溝状遺構","縄文土器 打斧 磨斧 石鏃 石匙 石錘 石皿 磨石 凹石 石棒",139.3413947,35.70647404,"1"
1320701900,13207,"19","きょうづかしたいせき","経塚下遺跡","昭島市 中神町 宮沢町","[奈良時代][平安時代][中世][近世？]","集落","[平安時代]住居 土坑","土師器 須恵器 陶器（灰釉） 刀子 釘 青銅製品 硯 瓦 カワラケ",139.3659138,35.70134485,"1"
1320703400,13207,"34","だいにちどうしたいせき","大日堂下遺跡","昭島市 拝島町一丁目","[奈良時代][平安時代]［中世］","包蔵地・社寺","","土師器 陶器",139.3460982,35.70544253,"1"
1320705100,13207,"51","ちょうじゃやしき","長者屋敷","昭島市 松原町四丁目 松原町五丁目","[中世]","城館","","陶器 板碑 銭貨",139.3427838,35.72112314,"1"
1320800100,13208,"1","みどりがおかいせき","緑ヶ丘遺跡","調布市 緑ヶ丘一丁目　 緑ヶ丘二丁目","[縄文時代（中期）][平安時代][中世][近世]","包蔵地・集落","[縄文時代]埋甕　[平安時代]火葬墓　[中世][近世]掘立柱建物","縄文土器　石器　土師器　須恵器　陶磁器　銭貨",139.5819554,35.66843074,"1"
1320800200,13208,"2","やしろだいせき","社田遺跡","調布市 緑ケ丘二丁目","[縄文時代][奈良時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.5850312,35.67069691,"1"
1320800700,13208,"7","おおはらいせき","大原遺跡","調布市 入間町一丁目","[縄文時代（早期・中期）][奈良時代][中世][近世]","包蔵地","[中世][近世]溝状遺構","縄文土器　土師器　陶器",139.5854034,35.65376101,"1"
1320800800,13208,"8","いりまちょうしろやまいせき","入間町城山遺跡","調布市 入間町一丁目　 入間町二丁目　 入間町三丁目","[旧石器時代][古墳時代][中世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　土坑　[古墳時代][奈良時代]住居　土坑　溝　横穴墓　[中世]住居　地下式坑　溝　[時代不明]掘立柱建物","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器　埴輪　墨書土器　陶磁器　鉄製品　鉄滓　紡錘車　土製品　人骨",139.5872189,35.64995753,"1"
1320801800,13208,"18","てらやまいせき","寺山遺跡","調布市 深大寺元町五丁目","[縄文時代（中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　敷石住居　土坑　[古墳時代][奈良時代][平安時代]住居　溝　[近世]井戸　溝","縄文土器　石器　土師器　須恵器　墨書土師器　陶磁器　鉄製品　板碑　銭貨",139.549816,35.66756606,"1"
1320802200,13208,"22","におうづかいせき","仁王塚遺跡","調布市 深大寺元町三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][奈良時代][平安時代][中世]","集落","[縄文時代]炉穴　土坑　[弥生時代][古墳時代][奈良時代]住居　[中世]地下式土坑　[時代不明]溝","縄文土器　石器　土師器　須恵器　陶磁器　カワラケ",139.5463482,35.66730348,"1"
1320802300,13208,"23","じんだいじしろやまいせき","深大寺城山遺跡","調布市 深大寺元町二丁目","[縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世]","包蔵地・集落・城館","[縄文時代]炉穴　陥し穴　[弥生時代]～[平安時代]住居　[中世]掘立柱建物　地下式坑　堀　土塁","縄文土器　石器　弥生土器　土師器　須恵器　鉄製品　カワラケ　銭貨　陶磁器　舶載陶磁器　鉄製品　銭貨",139.5504021,35.66519745,"1"
1320802600,13208,"26","かねこもとやま","金子本山遺跡","調布市 西つつじケ丘一丁目","[縄文時代][古墳時代][奈良時代][中世]","包蔵地","[中世]地下式土壙","縄文土器　土師器　鉄片　漆喰",139.5692242,35.66035436,"1"
1320802800,13208,"28","みやたまえいせき","宮田前遺跡","調布市 深大寺元町二丁目　佐須一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世]","集落","[奈良時代]竪穴住居　溝状遺構　小穴　[古墳時代]竪穴住居　溝状遺構　[古代]竪穴住居　小穴","縄文土器　土師器　蔵骨器　陶磁器　カワラケ　板碑　石製品（砥石）　須恵器　種子",139.5514406,35.66175237,"1"
1320802901,13208,"29-1","ませぐちいせき","ませぐち遺跡","調布市 佐須町二丁目","[縄文時代（草創期～早期・中期～後期）][奈良時代][中世]","集落・城館・その他","[縄文時代]炉穴 [奈良時代][平安時代]住居 掘立柱建物 [近世]溝","縄文土器 石槍 土製品 土師器 須恵器 鉄製品 陶磁器 瓦",139.553741,35.66039332,"1"
1320802902,13208,"29-2","ませぐちこせんしゅつどち","ませぐち古銭出土地","調布市 佐須町二丁目","[中世]","その他","埋納銭出土地","銭貨4,395枚",139.5522325,35.65998484,"1"
1320803000,13208,"30","ぎおんじみなみいせき","祇園寺南遺跡","調布市 佐須町四丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器 土師器 須恵器 陶磁器",139.556169,35.65751362,"1"
1320803100,13208,"31","はらやまいせき","原山遺跡","調布市 佐須町四丁目 佐須町五丁目 柴崎一丁目","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地・集落","[縄文時代]住居 集石 集石土坑 土坑 埋甕 [平安時代]住居 溝","縄文土器 打斧 磨斧 石鏃 石錘 石皿 土錘 耳飾 土偶 垂飾 土製品 土師器 須恵器 カワラケ 陶磁器",139.5596349,35.65741136,"1"
1320803600,13208,"36","きたうらいせき","北浦遺跡","調布市 八雲台一丁目 八雲台二丁目","[旧石器時代][縄文時代（草創期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[旧石器時代]遺物集中箇所 炭化物集中箇所 [縄文時代]集石 土坑 埋甕 [奈良時代][平安時代]住居 [近世]ピット 土坑 溝","尖頭器 礫器 剥片 縄文土器 有舌尖頭器 土師器 須恵器 陶磁器",139.5582019,35.653348,"1"
1320803900,13208,"39","かみいしわらいせき","上石原遺跡","調布市 上石原二丁目","[縄文時代（早期～前期・後期～晩期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居集石 陥し穴 [古墳時代]住居 掘立柱建物 ピット 溝 [奈良時代]住居 [平安時代]住居 掘立柱建物 ピット 土坑 集石土坑 溝 [中世]カワラケ工房","尖頭器 縄文土器 打斧 石錘 土製円板 土師器 須恵器 陶器(灰釉・二彩) 墨書土器 土製支脚 砥石 鉄鎌 鉄鏃 刀子 ヤリガンナ 紡錘車 <U+9299>帯 こう具 金属製品 銭貨 焼礫 カワラケ",139.528214,35.655678,"1"
1320804000,13208,"40","しもいしはらいせき","下石原遺跡","調布市 下石原三丁目","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","城館","[縄文時代]住居 敷石住居 集石 炉穴 陥し穴 土壙墓 配石 [古墳時代]方形周溝墓 溝 [奈良時代][平安時代]住居 掘立柱建物 ピット 溝 井戸 火葬墓 [中世][近世]掘立柱建物 井戸 地下式土坑 溝 [近世]土坑","縄文土器 打斧 土師器 須恵器 墨書土器 陶器 支脚 砥石 台石 刀子 鉄鏃 鉄製紡錘車 土錘 銅製品 馬具 銭貨 石臼 板碑 蔵骨器 人骨 獣骨",139.53389,35.65073,"1"
1320804200,13208,"42","ふじむかいいせき","富士向遺跡","調布市 国領町五丁目","[縄文時代][奈良時代][中世][近世]","包蔵地","[縄文時代]集石土坑 土坑 [近世]掘立柱建物 土坑","縄文土器 石器 土師器 陶磁器 焼礫",139.5527996,35.6487906,"1"
1320804400,13208,"44","こじまちょういせき","小島町遺跡","調布市 小島町三丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落","[縄文時代]住居炉穴 陥し穴 [古墳時代]住居 [奈良時代]住居 溝 鍛冶工房 [平安時代]住居 掘立柱建物 溝 [中世]住居 土坑 地下式土坑","縄文土器 石器 土製品 土師器 須恵器 墨書土器 鉄製品 羽口 鉄滓 陶器（灰釉) 陶磁器 銭貨",139.5386634,35.64730895,"1"
1320804500,13208,"45","かみふだいせき","上布田遺跡","調布市 布田三丁目 布田五丁目 布田六丁目 小島町三丁目","[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴状遺構 集石 土坑 炉 柱穴 土壙墓 埋甕 配石 [古墳時代]住居 溝 円形周溝 [奈良時代][平安時代]住居 掘立柱建物 柱穴 土坑 竈 溝 道路状遺構 鍛冶工房 火葬墓 井戸 [中世]地下式土坑 土壙墓 [中世][近世]掘立柱建物 集石 土坑 溝 [近世]土壙墓 溝 道路遺構 [平安時代]蔵骨器","縄文土器 石器 土製品 石製品 土師器 須恵器 墨書土器 陶器（灰釉） 土製支脚 鎌 刀子 土錘 羽口 <U+9299>帯 銅製丸鞘 陶磁器 カワラケ 硯 砥石 石臼 瓦 板碑 銭貨 鉄滓 人骨 打製石斧 敲石 石皿 石棒 金銅製巡方 鉄製品 石器及び焼礫 土師器甕及び須恵器蓋（人骨、墨書土器を含む） 木製品",139.5445643,35.64632794,"1"
1320804700,13208,"47","こくりょうみなみいせき","国領南遺跡","調布市 国領町五丁目　 国領町六丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝","ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器",139.5532333,35.64551589,"1"
1320804800,13208,"48","あげきゅういせき","上ヶ給遺跡","調布市 国領町四丁目　 国領町七丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝","縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器",139.5602214,35.6443852,"1"
1320806000,13208,"60","こまえにゅうどうやかたあと","狛江入道館跡","調布市 佐須町五丁目","[中世]","城館","","",139.559570921647,35.6621101837854,"1"
1321000301,13210,"3-1","へいたいさかいせき","平代坂遺跡","小金井市 前原町三丁目","[旧石器時代][縄文時代（中期）][中世]","集落","[旧石器時代]礫群 [縄文時代]住居 [中世]地下式土坑","ナイフ形石器 尖頭器 礫器 磨石 石核 縄文土器 陶器",139.5012,35.69879,"1"
1321001100,13210,"11","","小金井市№11遺跡","小金井市 前原町三丁目","[縄文時代][中世]","包蔵地","","縄文土器 石棒 蔵骨器",139.5023,35.69508,"1"
1321001600,13210,"16","しちけんやいせき","七軒家遺跡","小金井市 前原町二丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]土坑 溝状遺構","有舌尖頭器 削器 剥片 縄文土器 打斧 磨石 土師器 陶磁器 カワラケ",139.5142,35.69129,"1"
1321001800,13210,"18","のがわなかすきたいせき","野川中洲北遺跡","小金井市 中町一丁目","[旧石器時代][縄文時代（草創期～早期・後期）][古墳時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 配石 炭化物集中 [縄文時代]住居 集石 土坑 ピット [平安時代]土坑 [中世]掘立柱建物 ピット 土坑 溝 [近世]ピット 土坑","ナイフ形石器 尖頭器 細石刃 打斧 局部磨斧 礫器 縄文土器 打斧 磨斧 石槍 有舌尖頭器 石鏃 石錘 石皿 磨石 敲石 木製品 土師器 刀子 陶磁器",139.5162,35.69313,"1"
1321001900,13210,"19","むさしのこうえんていしっちいせき","武蔵野公園低湿地遺跡","小金井市 東町五丁目","[旧石器時代][縄文時代（前期～後期）][古墳時代][中世][近世]","包蔵地","[時代不明]河道 土坑 丸木橋状遺構","石器 縄文土器 石斧 石鏃 石皿 磨石 木製品 漆塗りくし 土師器 板碑 銭貨 陶磁器",139.5198,35.69087,"1"
1321200100,13212,"1","ななつづかいせき","七ツ塚遺跡","日野市 新町四丁目 新町五丁目","[旧石器時代][縄文時代（草創期～後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 集石 土坑 溝","縄文土器 石鏃 石錘 石棒 弥生土器 土師器 須恵器 陶器",139.3793835,35.68263916,"1"
1321200400,13212,"4","さかえちょういせき","栄町遺跡","日野市 栄町二丁目","[縄文時代（前期～後期）][平安時代][中世][近世]","集落","[平安時代]住居 掘立柱建物 土坑 集石 溝 [中世]集石状遺構 敷石状遺構","縄文土器 打斧 石匙 土師器 須恵器 陶器（灰釉・緑釉） 陶磁器 銭貨",139.3917138,35.68405216,"1"
1321200500,13212,"5","しんめいうえきたいせき","神明上北遺跡","日野市 日野本町二丁目 神明日野","[縄文時代（中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居 集石 土坑 [平安時代]住居 土坑 [中世]溝","縄文土器 石斧 石鏃 石匙 石皿 石棒 土師器 須恵器 陶器（灰釉） 刀子 鉄鏃 紡錘車 帯金具",139.4005028,35.6742356,"1"
1321201200,13212,"12","","日野市№12遺跡","日野市 神明二丁目","[中世]","その他（塚）","","銭貨",139.3942942,35.66961523,"1"
1321201400,13212,"14","みなみひろまぢいせき","南広間地遺跡","日野市 万願寺","[縄文時代（後期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 土坑 [中世]溝","縄文土器 打斧 磨斧 石鏃 石皿 磨石 凹石 土師器 須恵器 木製鋤柄 銭貨",139.4106364,35.67173494,"1"
