JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構／概要,主な出土品
13224027600,13224,276,たまにゅーたうん№758いせき,多摩ニュータウン№758遺跡,多摩市 鶴牧六丁目,[縄文時代（前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　土師質土器　陶磁器
13224027700,13224,277,たまにゅーたうん№759いせき,多摩ニュータウン№759遺跡,多摩市 鶴牧六丁目,[縄文時代（早期〜中期）][中世][近世],包蔵地,[縄文時代]集石　焼土　土坑　[近世]炭窯,縄文土器　石鏃　陶器
13224027800,13224,278,たまにゅーたうんいせき№760いせき,多摩ニュータウン№760遺跡,多摩市 鶴牧六丁目,[縄文時代（前期）],包蔵地,[縄文時代]集石　[平安時代]土坑　[近世]炭窯,縄文土器　石器
13224027900,13224,279,たまにゅーたうんいせき№761いせき,多摩ニュータウン№761遺跡,多摩市 南野三丁目,[縄文時代（中期）],包蔵地,[縄文時代]土坑群,縄文土器
13224028000,13224,280,たまにゅーたうんいせき№762いせき,多摩ニュータウン№762遺跡,多摩市 南野三丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224028100,13224,281,たまにゅーたうんいせき№763いせき,多摩ニュータウン№763遺跡,多摩市 鶴牧五丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224028200,13224,282,たまにゅーたうんいせき№764いせき,多摩ニュータウン№764遺跡,多摩市 落合六丁目,[縄文時代（早期〜前期）],包蔵地,,縄文土器
13224028300,13224,283,たまにゅーたうんいせき№765いせき,多摩ニュータウン№765遺跡,多摩市 落合五丁目,[縄文時代（中期）],包蔵地,,打斧
13224028400,13224,284,たまにゅーたうんいせき№766いせき,多摩ニュータウン№766遺跡,多摩市 落合二丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224028500,13224,285,たまにゅーたうんいせき№767いせき,多摩ニュータウン№767遺跡,多摩市 落合二丁目,[縄文時代（前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　陶磁器
13224028600,13224,286,たまにゅーたうんいせき№768いせき,多摩ニュータウン№768遺跡,多摩市 落合二丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224028700,13224,287,たまにゅーたうんいせき№769いせき,多摩ニュータウン№769遺跡,多摩市 豊ヶ丘一丁目,[旧石器時代][縄文時代（早期〜後期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ユニット　[縄文時代]住居　集石　炉穴　土坑　[奈良時代][平安時代]住居　焼土　土坑　溝　[中世]掘立柱建物　井戸　地下式土坑　[近世]炭窯　道路状遺構　[時代不明]溝,ナイフ形石器　礫　剥片　炭化物　縄文土器　石器　土師器　須恵器　陶器（緑釉・灰釉）　鎌　刀子　鉗　陶磁器　石臼　板碑　銭貨
13224028800,13224,288,たまにゅーたうんいせき№770いせき,多摩ニュータウン№770遺跡,多摩市 豊ヶ丘一丁目　 豊ヶ丘二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器
13224028900,13224,289,たまにゅーたうんいせき№771いせき,多摩ニュータウン№771遺跡,多摩市 豊ヶ丘二丁目,[縄文時代（早期〜中期）],包蔵地,,縄文土器　剥片　浮子
13224029000,13224,290,たまにゅーたうんいせき№772いせき,多摩ニュータウン№772遺跡,多摩市 豊ヶ丘一丁目,[縄文時代（前期）],包蔵地,,縄文土器
13224029100,13224,291,たまにゅーたうんいせき№773いせき,多摩ニュータウン№773遺跡,多摩市 豊ヶ丘一丁目,[縄文時代（前期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　須恵器　鉄滓　陶磁器
13224029200,13224,292,たまにゅーたうんいせき№774いせき,多摩ニュータウン№774遺跡,多摩市 豊ヶ丘一丁目,[旧石器時代][縄文時代（前期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ユニット　[縄文時代]土坑　[奈良時代]住居　[近世]建物　[時代不明]溝状遺構　道路状遺構,ナイフ形石器　尖頭器　掻器　削器　剥片　縄文土器　石器　土師器　須恵器　瓦　陶磁器　金属製品　銭貨
13224029300,13224,293,たまにゅーたうんいせき№775いせき,多摩ニュータウン№775遺跡,多摩市 豊ヶ丘一丁目,[縄文時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]土坑　[奈良時代]住居　[中世]土坑,土師器　須恵器　陶磁器
13224029400,13224,294,たまにゅーたうんいせき№776いせき,多摩ニュータウン№776遺跡,多摩市 豊ヶ丘一丁目,[中世][近世],塚,,
13224029500,13224,295,たまにゅーたうんいせき№777いせき,多摩ニュータウン№777遺跡,多摩市 豊ヶ丘一丁目　 豊ヶ丘二丁目,[縄文時代（早期〜中期）][近世],包蔵地,,石核　磁器
13224029600,13224,296,たまにゅーたうんいせき№778いせき,多摩ニュータウン№778遺跡,多摩市 豊ヶ丘一丁目　 豊ヶ丘二丁目,[奈良時代][平安時代][近世],包蔵地,,土師器
13224029700,13224,297,たまにゅーたうんいせき№779いせき,多摩ニュータウン№779遺跡,多摩市 豊ヶ丘三丁目,[縄文時代（前期）],集落,[縄文時代]住居　焼土,縄文土器　礫
13224029800,13224,298,たまにゅーたうん№780いせき,多摩ニュータウン№780遺跡,多摩市 貝取二丁目,[縄文時代（前期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　鉄滓
13224029900,13224,299,たまにゅーたうん№781いせき,多摩ニュータウン№781遺跡,多摩市 貝取一丁目,[縄文時代（前期）][近世],包蔵地,,縄文土器
13224030000,13224,300,たまにゅーたうん№782いせき,多摩ニュータウン№782遺跡,多摩市 貝取　 貝取一丁目,[縄文時代（前期〜中期）][奈良時代][平安時代][近世],集落,[縄文時代]集石　[奈良時代]焼土　[近世]建物　井戸　溝,縄文土器　石器　土師器　須恵器　陶磁器　銭貨
13224030100,13224,301,たまにゅーたうん№783いせき,多摩ニュータウン№783遺跡,多摩市 貝取一丁目,[縄文時代（早期〜前期）][近世],包蔵地,[縄文時代]焼土　土坑,縄文土器　石器
13224030200,13224,302,たまにゅーたうん№784いせき,多摩ニュータウン№784遺跡,多摩市 貝取一丁目,[縄文時代（早期〜前期）][近世],包蔵地,,
13224030300,13224,303,たまにゅーたうん№785いせき,多摩ニュータウン№785遺跡,多摩市 貝取二丁目,[縄文時代?][奈良時代][平安時代][近世],包蔵地,,縄文土器
13224030400,13224,304,たまにゅーたうん№786いせき,多摩ニュータウン№786遺跡,多摩市 貝取二丁目,[縄文時代?][近世],包蔵地,[時代不明]土坑,
13224030500,13224,305,たまにゅーたうん№787いせき,多摩ニュータウン№787遺跡,多摩市 南野一丁目,[縄文時代（前期〜中期）][中世][近世],包蔵地,,縄文土器　磨石　土師器　陶磁器
13224030600,13224,306,たまにゅーたうん№788いせき,多摩ニュータウン№788遺跡,多摩市 永山七丁目,[縄文時代（前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　陶磁器
13224030700,13224,307,たまにゅーたうん№789いせき,多摩ニュータウン№789遺跡,多摩市 諏訪六丁目,[旧石器時代][縄文時代（早期〜中期）][弥生時代][古墳時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　炉穴　焼土　土坑　[古墳時代]土坑　[平安時代]土坑　[近世]炭窯　溝　道路状遺構,剥片　縄文土器　石器　有孔磨製石鏃　土師器　須恵器　土器　鉄鏃　陶磁器　砥石　銭貨
13224030800,13224,308,たまにゅーたうん№790いせき,多摩ニュータウン№790遺跡,多摩市 諏訪六丁目,[縄文時代（早期・中期）][近世],包蔵地,,縄文土器　削器　剥片　焼礫
13224030900,13224,309,たまにゅーたうん№791いせき,多摩ニュータウン№791遺跡,多摩市 聖ヶ丘三丁目,[縄文時代（前期）][近世],包蔵地,,縄文土器
13224031000,13224,310,たまにゅーたうん№792いせき,多摩ニュータウン№792遺跡,多摩市 聖ヶ丘三丁目,[縄文時代（前期〜中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　土師器　陶磁器（天目・青磁他）
13224031100,13224,311,たまにゅーたうん№793いせき,多摩ニュータウン№793遺跡,多摩市 聖ヶ丘三丁目,[縄文時代（前期）][近世],包蔵地,,縄文土器 打斧 剥片
13224031200,13224,312,たまにゅーたうん№850いせき,多摩ニュータウン№850遺跡,多摩市 唐木田一丁目,[縄文時代（早期〜後期）],包蔵地,[縄文時代]集石,縄文土器　石器
13224031300,13224,313,たまにゅーたうん№851いせき,多摩ニュータウン№851遺跡,多摩市 唐木田一丁目,[縄文時代（前期〜中期）][平安時代][近世],包蔵地,,縄文土器　土師器　瓦器　陶磁器
13224031400,13224,314,たまにゅーたうん№852いせき,多摩ニュータウン№852遺跡,多摩市 鶴牧六丁目,[縄文時代（前期〜中期）][近世],包蔵地,[縄文時代]集石　土坑　石鏃製作址,縄文土器　石器
13224031500,13224,315,たまにゅーたうん№853いせき,多摩ニュータウン№853遺跡,多摩市 中沢二丁目,[縄文時代（早期〜中期）][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石　土坑　[平安時代][中世]土坑　井戸　溝　[近世]室　井戸　溝,縄文土器　石器　土師器　須恵器　陶磁器　舶載陶磁器　石臼
13224031600,13224,316,たまにゅーたうん№854いせき,多摩ニュータウン№854遺跡,多摩市 中沢二丁目,[縄文時代][奈良時代][平安時代][近世],包蔵地,,縄文土器
13224031700,13224,317,たまにゅーたうん№855いせき,多摩ニュータウン№855遺跡,多摩市 愛宕四丁目,[縄文時代（早期〜前期）][平安時代][近世],集落,[縄文時代]土坑　[平安時代]住居　[近世]ピット群,縄文土器　石器　土師器　須恵器　瓦　土製品　陶磁器
13224031800,13224,318,たまにゅーたうん№856いせき,多摩ニュータウン№856遺跡,多摩市 落合二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][中世][近世],包蔵地,[近世]敷石　段切状遺構,縄文土器　土師器　板碑　宝篋印塔　陶磁器　銭貨
13224031900,13224,319,たまにゅーたうん№857いせき,多摩ニュータウン№857遺跡,多摩市 落合二丁目,[縄文時代（早期〜前期）][奈良時代][平安時代][中世][近世],包蔵地,[近世]溝,縄文土器　土師器　須恵器　瓦　板碑　陶磁器　銭貨
13224032000,13224,320,たまにゅーたうん№858いせき,多摩ニュータウン№858遺跡,多摩市 落合二丁目,[縄文時代（早期〜中期）][平安時代][中世][近世],包蔵地,[縄文時代]集石　[中世]集石　段切り,縄文土器　石器　土師器　須恵器　陶磁器　銭貨
13224032100,13224,321,たまにゅーたうん№859いせき,多摩ニュータウン№859遺跡,多摩市 乞田,[縄文時代（前期）][奈良時代][平安時代][中世][近世],包蔵地,,縄文土器　土師器　陶磁器
13224032200,13224,322,たまにゅーたうん№860いせき,多摩ニュータウン№860遺跡,多摩市 馬引沢二丁目,[旧石器時代][縄文時代（前期〜中期）][弥生時代][古墳時代][奈良時代][中世][近世],集落,[旧石器時代]ユニット　[縄文時代]土坑　[奈良時代]住居　土坑　[中世][近世]掘立柱建物　井戸　溝,尖頭器　石錐状石器　石核　剥片　縄文土器　弥生土器　土師器　須恵器　瓦　陶磁器
13224032300,13224,323,たまにゅーたうん№861いせき,多摩ニュータウン№861遺跡,多摩市 馬引沢二丁目,[縄文時代（早期〜中期）][平安時代][中世][近世],包蔵地,[縄文時代]集石　土坑　[近世]炭窯,縄文土器　石器　土師器　須恵器　陶磁器
13224032400,13224,324,たまにゅーたうん№883いせき,多摩ニュータウン№883遺跡,多摩市 貝取一丁目,[奈良時代][平安時代][近世],包蔵地,,土師器　須恵器　陶磁器
13224032500,13224,325,うちこしやまいせき,打越山遺跡,多摩市 連光寺二丁目,[奈良時代][平安時代][中世][近世],包蔵地,[奈良時代][平安時代][中世][近世]道路,縄文土器　土師器　瓦　陶磁器　銭貨　煙管
13224032600,13224,326,たまにゅーたうん№710いせき,多摩ニュータウン№710遺跡,多摩市 唐木田三丁目,[縄文時代（前期）][平安時代][近世],包蔵地,※町田市№916と一連の多摩ニュータウン遺跡　[縄文時代]土坑　[古墳時代]土坑　[近世]溝,縄文土器　打製石器　礫器　剥片
